Observation,Beach Number,Beach Name,Site Location,Collection Date,E. Coli Levels (# colonies/ 100mL)
10329,2,Sunnyside Beach,21W,2016-08-16,80
10330,2,Sunnyside Beach,22W,2016-08-16,70
10331,2,Sunnyside Beach,23W,2016-08-16,0
10332,2,Sunnyside Beach,19W,2016-08-16,550
10333,1,Marie Curtis Park East Beach,29W,2016-08-15,120
10334,1,Marie Curtis Park East Beach,33W,2016-08-15,100
10335,1,Marie Curtis Park East Beach,32W,2016-08-15,120
10336,1,Marie Curtis Park East Beach,31W,2016-08-15,110
10337,1,Marie Curtis Park East Beach,30W,2016-08-15,40
10338,2,Sunnyside Beach,20W,2016-08-15,630
10339,2,Sunnyside Beach,17W,2016-08-15,330
10340,2,Sunnyside Beach,18W,2016-08-15,410
10341,2,Sunnyside Beach,21W,2016-08-15,330
10342,2,Sunnyside Beach,22W,2016-08-15,640
10343,2,Sunnyside Beach,23W,2016-08-15,0
10344,2,Sunnyside Beach,19W,2016-08-15,260
10345,1,Marie Curtis Park East Beach,29W,2016-08-14,20
10346,1,Marie Curtis Park East Beach,33W,2016-08-14,40
10347,1,Marie Curtis Park East Beach,32W,2016-08-14,80
10348,1,Marie Curtis Park East Beach,31W,2016-08-14,30
10349,1,Marie Curtis Park East Beach,30W,2016-08-14,60
10350,2,Sunnyside Beach,20W,2016-08-14,240
10351,2,Sunnyside Beach,17W,2016-08-14,390
10352,2,Sunnyside Beach,18W,2016-08-14,250
10353,2,Sunnyside Beach,21W,2016-08-14,120
10354,2,Sunnyside Beach,22W,2016-08-14,170
10355,2,Sunnyside Beach,23W,2016-08-14,0
10356,2,Sunnyside Beach,19W,2016-08-14,180
10357,1,Marie Curtis Park East Beach,29W,2016-08-13,50
10358,1,Marie Curtis Park East Beach,33W,2016-08-13,80
10359,1,Marie Curtis Park East Beach,32W,2016-08-13,80
10360,1,Marie Curtis Park East Beach,31W,2016-08-13,20
10361,1,Marie Curtis Park East Beach,30W,2016-08-13,10
10362,2,Sunnyside Beach,20W,2016-08-13,150
10363,2,Sunnyside Beach,17W,2016-08-13,160
10364,2,Sunnyside Beach,18W,2016-08-13,200
10365,2,Sunnyside Beach,21W,2016-08-13,70
10366,2,Sunnyside Beach,22W,2016-08-13,140
10367,2,Sunnyside Beach,23W,2016-08-13,0
10368,2,Sunnyside Beach,19W,2016-08-13,70
10369,1,Marie Curtis Park East Beach,29W,2016-08-12,0
10370,1,Marie Curtis Park East Beach,33W,2016-08-12,0
10371,1,Marie Curtis Park East Beach,32W,2016-08-12,0
10372,1,Marie Curtis Park East Beach,31W,2016-08-12,0
10373,1,Marie Curtis Park East Beach,30W,2016-08-12,0
10374,2,Sunnyside Beach,20W,2016-08-12,110
10375,2,Sunnyside Beach,17W,2016-08-12,170
10376,2,Sunnyside Beach,18W,2016-08-12,40
10377,2,Sunnyside Beach,21W,2016-08-12,1800
10378,2,Sunnyside Beach,22W,2016-08-12,2700
10379,2,Sunnyside Beach,23W,2016-08-12,0
10380,2,Sunnyside Beach,19W,2016-08-12,340
10381,1,Marie Curtis Park East Beach,29W,2016-08-11,50
10382,1,Marie Curtis Park East Beach,33W,2016-08-11,10
10383,1,Marie Curtis Park East Beach,32W,2016-08-11,10
10384,1,Marie Curtis Park East Beach,31W,2016-08-11,10
10385,1,Marie Curtis Park East Beach,30W,2016-08-11,50
10386,2,Sunnyside Beach,20W,2016-08-11,20
10387,2,Sunnyside Beach,17W,2016-08-11,30
10388,2,Sunnyside Beach,18W,2016-08-11,530
10389,2,Sunnyside Beach,21W,2016-08-11,90
10390,2,Sunnyside Beach,22W,2016-08-11,50
10391,2,Sunnyside Beach,23W,2016-08-11,0
10392,2,Sunnyside Beach,19W,2016-08-11,110
10393,1,Marie Curtis Park East Beach,29W,2016-08-10,110
10394,1,Marie Curtis Park East Beach,33W,2016-08-10,150
10395,1,Marie Curtis Park East Beach,32W,2016-08-10,220
10396,1,Marie Curtis Park East Beach,31W,2016-08-10,90
10397,1,Marie Curtis Park East Beach,30W,2016-08-10,90
10398,2,Sunnyside Beach,20W,2016-08-10,10
10399,2,Sunnyside Beach,17W,2016-08-10,40
10400,2,Sunnyside Beach,18W,2016-08-10,60
10401,2,Sunnyside Beach,21W,2016-08-10,60
10402,2,Sunnyside Beach,22W,2016-08-10,30
10403,2,Sunnyside Beach,23W,2016-08-10,0
10404,2,Sunnyside Beach,19W,2016-08-10,40
10405,1,Marie Curtis Park East Beach,29W,2016-08-09,10
10406,1,Marie Curtis Park East Beach,33W,2016-08-09,20
10407,1,Marie Curtis Park East Beach,32W,2016-08-09,20
10408,1,Marie Curtis Park East Beach,31W,2016-08-09,10
10409,1,Marie Curtis Park East Beach,30W,2016-08-09,20
10410,2,Sunnyside Beach,20W,2016-08-09,10
10411,2,Sunnyside Beach,17W,2016-08-09,20
10412,2,Sunnyside Beach,18W,2016-08-09,100
10413,2,Sunnyside Beach,21W,2016-08-09,10
10414,2,Sunnyside Beach,22W,2016-08-09,10
10415,2,Sunnyside Beach,23W,2016-08-09,0
10416,2,Sunnyside Beach,19W,2016-08-09,30
10417,1,Marie Curtis Park East Beach,29W,2016-08-08,10
10418,1,Marie Curtis Park East Beach,33W,2016-08-08,40
10419,1,Marie Curtis Park East Beach,32W,2016-08-08,10
10420,1,Marie Curtis Park East Beach,31W,2016-08-08,10
10421,1,Marie Curtis Park East Beach,30W,2016-08-08,10
10422,2,Sunnyside Beach,20W,2016-08-08,50
10423,2,Sunnyside Beach,17W,2016-08-08,20
10424,2,Sunnyside Beach,18W,2016-08-08,20
10425,2,Sunnyside Beach,21W,2016-08-08,10
10426,2,Sunnyside Beach,22W,2016-08-08,10
10427,2,Sunnyside Beach,23W,2016-08-08,50
10428,2,Sunnyside Beach,19W,2016-08-08,80
10429,1,Marie Curtis Park East Beach,29W,2016-08-07,30
10430,1,Marie Curtis Park East Beach,33W,2016-08-07,150
10431,1,Marie Curtis Park East Beach,32W,2016-08-07,160
10432,1,Marie Curtis Park East Beach,31W,2016-08-07,180
10433,1,Marie Curtis Park East Beach,30W,2016-08-07,170
10434,2,Sunnyside Beach,20W,2016-08-07,30
10435,2,Sunnyside Beach,17W,2016-08-07,160
10436,2,Sunnyside Beach,18W,2016-08-07,50
10437,2,Sunnyside Beach,21W,2016-08-07,20
10438,2,Sunnyside Beach,22W,2016-08-07,10
10439,2,Sunnyside Beach,23W,2016-08-07,0
10440,2,Sunnyside Beach,19W,2016-08-07,80
10441,1,Marie Curtis Park East Beach,29W,2016-08-06,10
10442,1,Marie Curtis Park East Beach,33W,2016-08-06,10
10443,1,Marie Curtis Park East Beach,32W,2016-08-06,20
10444,1,Marie Curtis Park East Beach,31W,2016-08-06,10
10445,1,Marie Curtis Park East Beach,30W,2016-08-06,10
10446,2,Sunnyside Beach,20W,2016-08-06,70
10447,2,Sunnyside Beach,17W,2016-08-06,10
10448,2,Sunnyside Beach,18W,2016-08-06,160
10449,2,Sunnyside Beach,21W,2016-08-06,80
10450,2,Sunnyside Beach,22W,2016-08-06,80
10451,2,Sunnyside Beach,23W,2016-08-06,0
10452,2,Sunnyside Beach,19W,2016-08-06,100
10453,1,Marie Curtis Park East Beach,29W,2016-08-05,470
10454,1,Marie Curtis Park East Beach,33W,2016-08-05,300
10455,1,Marie Curtis Park East Beach,32W,2016-08-05,260
10456,1,Marie Curtis Park East Beach,31W,2016-08-05,230
10457,1,Marie Curtis Park East Beach,30W,2016-08-05,210
10458,2,Sunnyside Beach,20W,2016-08-05,30
10459,2,Sunnyside Beach,17W,2016-08-05,1500
10460,2,Sunnyside Beach,18W,2016-08-05,1400
10461,2,Sunnyside Beach,21W,2016-08-05,240
10462,2,Sunnyside Beach,22W,2016-08-05,100
10463,2,Sunnyside Beach,23W,2016-08-05,0
10464,2,Sunnyside Beach,19W,2016-08-05,270
10465,1,Marie Curtis Park East Beach,29W,2016-08-04,3200
10466,1,Marie Curtis Park East Beach,33W,2016-08-04,3300
10467,1,Marie Curtis Park East Beach,32W,2016-08-04,2300
10468,1,Marie Curtis Park East Beach,31W,2016-08-04,3500
10469,1,Marie Curtis Park East Beach,30W,2016-08-04,3400
10470,2,Sunnyside Beach,20W,2016-08-04,10
10471,2,Sunnyside Beach,17W,2016-08-04,20
10472,2,Sunnyside Beach,18W,2016-08-04,50
10473,2,Sunnyside Beach,21W,2016-08-04,40
10474,2,Sunnyside Beach,22W,2016-08-04,10
10475,2,Sunnyside Beach,23W,2016-08-04,0
10476,2,Sunnyside Beach,19W,2016-08-04,40
10477,1,Marie Curtis Park East Beach,29W,2016-08-03,30
10478,1,Marie Curtis Park East Beach,33W,2016-08-03,170
10479,1,Marie Curtis Park East Beach,32W,2016-08-03,130
10480,1,Marie Curtis Park East Beach,31W,2016-08-03,80
10481,1,Marie Curtis Park East Beach,30W,2016-08-03,430
10482,2,Sunnyside Beach,20W,2016-08-03,10
10483,2,Sunnyside Beach,17W,2016-08-03,30
10484,2,Sunnyside Beach,18W,2016-08-03,10
10485,2,Sunnyside Beach,21W,2016-08-03,10
10486,2,Sunnyside Beach,22W,2016-08-03,10
10487,2,Sunnyside Beach,23W,2016-08-03,0
10488,2,Sunnyside Beach,19W,2016-08-03,20
10489,1,Marie Curtis Park East Beach,29W,2016-08-02,240
10490,1,Marie Curtis Park East Beach,33W,2016-08-02,250
10491,1,Marie Curtis Park East Beach,32W,2016-08-02,240
10492,1,Marie Curtis Park East Beach,31W,2016-08-02,330
10493,1,Marie Curtis Park East Beach,30W,2016-08-02,180
10494,2,Sunnyside Beach,20W,2016-08-02,10
10495,2,Sunnyside Beach,17W,2016-08-02,50
10496,2,Sunnyside Beach,18W,2016-08-02,20
10497,2,Sunnyside Beach,21W,2016-08-02,10
10498,2,Sunnyside Beach,22W,2016-08-02,10
10499,2,Sunnyside Beach,23W,2016-08-02,0
10500,2,Sunnyside Beach,19W,2016-08-02,50
10501,1,Marie Curtis Park East Beach,29W,2016-08-01,40
10502,1,Marie Curtis Park East Beach,33W,2016-08-01,150
10503,1,Marie Curtis Park East Beach,32W,2016-08-01,190
10504,1,Marie Curtis Park East Beach,31W,2016-08-01,100
10505,1,Marie Curtis Park East Beach,30W,2016-08-01,100
10506,2,Sunnyside Beach,20W,2016-08-01,40
10507,2,Sunnyside Beach,17W,2016-08-01,70
10508,2,Sunnyside Beach,18W,2016-08-01,70
10509,2,Sunnyside Beach,21W,2016-08-01,30
10510,2,Sunnyside Beach,22W,2016-08-01,20
10511,2,Sunnyside Beach,23W,2016-08-01,0
10512,2,Sunnyside Beach,19W,2016-08-01,80
10513,1,Marie Curtis Park East Beach,29W,2016-07-31,160
10514,1,Marie Curtis Park East Beach,33W,2016-07-31,80
10515,1,Marie Curtis Park East Beach,32W,2016-07-31,100
10516,1,Marie Curtis Park East Beach,31W,2016-07-31,100
10517,1,Marie Curtis Park East Beach,30W,2016-07-31,90
10518,2,Sunnyside Beach,20W,2016-07-31,80
10519,2,Sunnyside Beach,17W,2016-07-31,70
10520,2,Sunnyside Beach,18W,2016-07-31,130
10521,2,Sunnyside Beach,21W,2016-07-31,50
10522,2,Sunnyside Beach,22W,2016-07-31,20
10523,2,Sunnyside Beach,23W,2016-07-31,0
10524,2,Sunnyside Beach,19W,2016-07-31,100
10525,1,Marie Curtis Park East Beach,29W,2016-07-30,120
10526,1,Marie Curtis Park East Beach,33W,2016-07-30,1210
10527,1,Marie Curtis Park East Beach,32W,2016-07-30,940
10528,1,Marie Curtis Park East Beach,31W,2016-07-30,200
10529,1,Marie Curtis Park East Beach,30W,2016-07-30,130
10530,2,Sunnyside Beach,20W,2016-07-30,20
10531,2,Sunnyside Beach,17W,2016-07-30,60
10532,2,Sunnyside Beach,18W,2016-07-30,120
10533,2,Sunnyside Beach,21W,2016-07-30,40
10534,2,Sunnyside Beach,22W,2016-07-30,20
10535,2,Sunnyside Beach,23W,2016-07-30,0
10536,2,Sunnyside Beach,19W,2016-07-30,80
10537,1,Marie Curtis Park East Beach,29W,2016-07-29,70
10538,1,Marie Curtis Park East Beach,33W,2016-07-29,240
10539,1,Marie Curtis Park East Beach,32W,2016-07-29,60
10540,1,Marie Curtis Park East Beach,31W,2016-07-29,110
10541,1,Marie Curtis Park East Beach,30W,2016-07-29,120
10542,2,Sunnyside Beach,20W,2016-07-29,20
10543,2,Sunnyside Beach,17W,2016-07-29,40
10544,2,Sunnyside Beach,18W,2016-07-29,100
10545,2,Sunnyside Beach,21W,2016-07-29,40
10546,2,Sunnyside Beach,22W,2016-07-29,40
10547,2,Sunnyside Beach,23W,2016-07-29,0
10548,2,Sunnyside Beach,19W,2016-07-29,20
10549,1,Marie Curtis Park East Beach,29W,2016-07-28,10
10550,1,Marie Curtis Park East Beach,33W,2016-07-28,10
10551,1,Marie Curtis Park East Beach,32W,2016-07-28,10
10552,1,Marie Curtis Park East Beach,31W,2016-07-28,10
10553,1,Marie Curtis Park East Beach,30W,2016-07-28,10
10554,2,Sunnyside Beach,20W,2016-07-28,60
10555,2,Sunnyside Beach,17W,2016-07-28,70
10556,2,Sunnyside Beach,18W,2016-07-28,70
10557,2,Sunnyside Beach,21W,2016-07-28,10
10558,2,Sunnyside Beach,22W,2016-07-28,10
10559,2,Sunnyside Beach,23W,2016-07-28,0
10560,2,Sunnyside Beach,19W,2016-07-28,110
10561,1,Marie Curtis Park East Beach,29W,2016-07-27,50
10562,1,Marie Curtis Park East Beach,33W,2016-07-27,10
10563,1,Marie Curtis Park East Beach,32W,2016-07-27,10
10564,1,Marie Curtis Park East Beach,31W,2016-07-27,10
10565,1,Marie Curtis Park East Beach,30W,2016-07-27,10
10566,2,Sunnyside Beach,20W,2016-07-27,40
10567,2,Sunnyside Beach,17W,2016-07-27,80
10568,2,Sunnyside Beach,18W,2016-07-27,110
10569,2,Sunnyside Beach,21W,2016-07-27,10
10570,2,Sunnyside Beach,22W,2016-07-27,20
10571,2,Sunnyside Beach,23W,2016-07-27,0
10572,2,Sunnyside Beach,19W,2016-07-27,60
10573,1,Marie Curtis Park East Beach,29W,2016-07-26,70
10574,1,Marie Curtis Park East Beach,33W,2016-07-26,20
10575,1,Marie Curtis Park East Beach,32W,2016-07-26,20
10576,1,Marie Curtis Park East Beach,31W,2016-07-26,30
10577,1,Marie Curtis Park East Beach,30W,2016-07-26,10
10578,2,Sunnyside Beach,20W,2016-07-26,430
10579,2,Sunnyside Beach,17W,2016-07-26,330
10580,2,Sunnyside Beach,18W,2016-07-26,200
10581,2,Sunnyside Beach,21W,2016-07-26,360
10582,2,Sunnyside Beach,22W,2016-07-26,320
10583,2,Sunnyside Beach,23W,2016-07-26,0
10584,2,Sunnyside Beach,19W,2016-07-26,160
10585,1,Marie Curtis Park East Beach,29W,2016-07-25,50
10586,1,Marie Curtis Park East Beach,33W,2016-07-25,20
10587,1,Marie Curtis Park East Beach,32W,2016-07-25,20
10588,1,Marie Curtis Park East Beach,31W,2016-07-25,20
10589,1,Marie Curtis Park East Beach,30W,2016-07-25,30
10590,2,Sunnyside Beach,20W,2016-07-25,4300
10591,2,Sunnyside Beach,17W,2016-07-25,1100
10592,2,Sunnyside Beach,18W,2016-07-25,2600
10593,2,Sunnyside Beach,21W,2016-07-25,5900
10594,2,Sunnyside Beach,22W,2016-07-25,190
10595,2,Sunnyside Beach,23W,2016-07-25,0
10596,2,Sunnyside Beach,19W,2016-07-25,2100
10597,1,Marie Curtis Park East Beach,29W,2016-07-24,10
10598,1,Marie Curtis Park East Beach,33W,2016-07-24,10
10599,1,Marie Curtis Park East Beach,32W,2016-07-24,10
10600,1,Marie Curtis Park East Beach,31W,2016-07-24,10
10601,1,Marie Curtis Park East Beach,30W,2016-07-24,10
10602,2,Sunnyside Beach,20W,2016-07-24,20
10603,2,Sunnyside Beach,17W,2016-07-24,20
10604,2,Sunnyside Beach,18W,2016-07-24,30
10605,2,Sunnyside Beach,21W,2016-07-24,10
10606,2,Sunnyside Beach,22W,2016-07-24,10
10607,2,Sunnyside Beach,23W,2016-07-24,0
10608,2,Sunnyside Beach,19W,2016-07-24,10
10609,1,Marie Curtis Park East Beach,29W,2016-07-23,10
10610,1,Marie Curtis Park East Beach,33W,2016-07-23,10
10611,1,Marie Curtis Park East Beach,32W,2016-07-23,10
10612,1,Marie Curtis Park East Beach,31W,2016-07-23,10
10613,1,Marie Curtis Park East Beach,30W,2016-07-23,10
10614,2,Sunnyside Beach,21W,2016-07-23,20
10615,2,Sunnyside Beach,17W,2016-07-23,40
10616,2,Sunnyside Beach,18W,2016-07-23,20
10617,2,Sunnyside Beach,22W,2016-07-23,10
10618,2,Sunnyside Beach,23W,2016-07-23,0
10619,2,Sunnyside Beach,19W,2016-07-23,30
10620,2,Sunnyside Beach,20W,2016-07-23,10
10621,1,Marie Curtis Park East Beach,29W,2016-07-22,10
10622,1,Marie Curtis Park East Beach,33W,2016-07-22,60
10623,1,Marie Curtis Park East Beach,32W,2016-07-22,20
10624,1,Marie Curtis Park East Beach,31W,2016-07-22,10
10625,1,Marie Curtis Park East Beach,30W,2016-07-22,10
10626,2,Sunnyside Beach,21W,2016-07-22,30
10627,2,Sunnyside Beach,17W,2016-07-22,50
10628,2,Sunnyside Beach,18W,2016-07-22,30
10629,2,Sunnyside Beach,22W,2016-07-22,430
10630,2,Sunnyside Beach,23W,2016-07-22,0
10631,2,Sunnyside Beach,19W,2016-07-22,410
10632,2,Sunnyside Beach,20W,2016-07-22,50
10633,1,Marie Curtis Park East Beach,29W,2016-07-21,100
10634,1,Marie Curtis Park East Beach,33W,2016-07-21,70
10635,1,Marie Curtis Park East Beach,32W,2016-07-21,50
10636,1,Marie Curtis Park East Beach,31W,2016-07-21,40
10637,1,Marie Curtis Park East Beach,30W,2016-07-21,100
10638,2,Sunnyside Beach,21W,2016-07-21,10
10639,2,Sunnyside Beach,17W,2016-07-21,10
10640,2,Sunnyside Beach,18W,2016-07-21,30
10641,2,Sunnyside Beach,22W,2016-07-21,20
10642,2,Sunnyside Beach,23W,2016-07-21,0
10643,2,Sunnyside Beach,19W,2016-07-21,60
10644,2,Sunnyside Beach,20W,2016-07-21,20
10645,1,Marie Curtis Park East Beach,29W,2016-07-20,10
10646,1,Marie Curtis Park East Beach,33W,2016-07-20,10
10647,1,Marie Curtis Park East Beach,32W,2016-07-20,10
10648,1,Marie Curtis Park East Beach,31W,2016-07-20,10
10649,1,Marie Curtis Park East Beach,30W,2016-07-20,10
10650,2,Sunnyside Beach,21W,2016-07-20,10
10651,2,Sunnyside Beach,17W,2016-07-20,20
10652,2,Sunnyside Beach,18W,2016-07-20,30
10653,2,Sunnyside Beach,22W,2016-07-20,60
10654,2,Sunnyside Beach,23W,2016-07-20,0
10655,2,Sunnyside Beach,19W,2016-07-20,20
10656,2,Sunnyside Beach,20W,2016-07-20,40
10657,1,Marie Curtis Park East Beach,29W,2016-07-19,10
10658,1,Marie Curtis Park East Beach,33W,2016-07-19,20
10659,1,Marie Curtis Park East Beach,32W,2016-07-19,10
10660,1,Marie Curtis Park East Beach,31W,2016-07-19,10
10661,1,Marie Curtis Park East Beach,30W,2016-07-19,10
10662,2,Sunnyside Beach,21W,2016-07-19,10
10663,2,Sunnyside Beach,17W,2016-07-19,10
10664,2,Sunnyside Beach,18W,2016-07-19,20
10665,2,Sunnyside Beach,22W,2016-07-19,10
10666,2,Sunnyside Beach,23W,2016-07-19,0
10667,2,Sunnyside Beach,19W,2016-07-19,10
10668,2,Sunnyside Beach,20W,2016-07-19,10
10669,1,Marie Curtis Park East Beach,29W,2016-07-18,40
10670,1,Marie Curtis Park East Beach,33W,2016-07-18,20
10671,1,Marie Curtis Park East Beach,32W,2016-07-18,20
10672,1,Marie Curtis Park East Beach,31W,2016-07-18,60
10673,1,Marie Curtis Park East Beach,30W,2016-07-18,10
10674,2,Sunnyside Beach,21W,2016-07-18,100
10675,2,Sunnyside Beach,17W,2016-07-18,70
10676,2,Sunnyside Beach,18W,2016-07-18,120
10677,2,Sunnyside Beach,22W,2016-07-18,240
10678,2,Sunnyside Beach,23W,2016-07-18,0
10679,2,Sunnyside Beach,19W,2016-07-18,100
10680,2,Sunnyside Beach,20W,2016-07-18,100
10681,1,Marie Curtis Park East Beach,29W,2016-07-17,30
10682,1,Marie Curtis Park East Beach,33W,2016-07-17,270
10683,1,Marie Curtis Park East Beach,32W,2016-07-17,160
10684,1,Marie Curtis Park East Beach,31W,2016-07-17,170
10685,1,Marie Curtis Park East Beach,30W,2016-07-17,30
10686,2,Sunnyside Beach,21W,2016-07-17,10
10687,2,Sunnyside Beach,17W,2016-07-17,30
10688,2,Sunnyside Beach,18W,2016-07-17,40
10689,2,Sunnyside Beach,22W,2016-07-17,10
10690,2,Sunnyside Beach,23W,2016-07-17,0
10691,2,Sunnyside Beach,19W,2016-07-17,10
10692,2,Sunnyside Beach,20W,2016-07-17,10
10693,1,Marie Curtis Park East Beach,29W,2016-07-16,40
10694,1,Marie Curtis Park East Beach,33W,2016-07-16,40
10695,1,Marie Curtis Park East Beach,32W,2016-07-16,40
10696,1,Marie Curtis Park East Beach,31W,2016-07-16,110
10697,1,Marie Curtis Park East Beach,30W,2016-07-16,80
10698,2,Sunnyside Beach,21W,2016-07-16,30
10699,2,Sunnyside Beach,17W,2016-07-16,20
10700,2,Sunnyside Beach,18W,2016-07-16,30
10701,2,Sunnyside Beach,22W,2016-07-16,10
10702,2,Sunnyside Beach,23W,2016-07-16,0
10703,2,Sunnyside Beach,19W,2016-07-16,20
10704,2,Sunnyside Beach,20W,2016-07-16,20
10705,1,Marie Curtis Park East Beach,29W,2016-07-15,1500
10706,1,Marie Curtis Park East Beach,33W,2016-07-15,730
10707,1,Marie Curtis Park East Beach,32W,2016-07-15,1400
10708,1,Marie Curtis Park East Beach,31W,2016-07-15,1800
10709,1,Marie Curtis Park East Beach,30W,2016-07-15,1700
10710,2,Sunnyside Beach,21W,2016-07-15,430
10711,2,Sunnyside Beach,17W,2016-07-15,500
10712,2,Sunnyside Beach,18W,2016-07-15,290
10713,2,Sunnyside Beach,22W,2016-07-15,470
10714,2,Sunnyside Beach,23W,2016-07-15,0
10715,2,Sunnyside Beach,19W,2016-07-15,590
10716,2,Sunnyside Beach,20W,2016-07-15,220
10717,1,Marie Curtis Park East Beach,29W,2016-07-14,150
10718,1,Marie Curtis Park East Beach,33W,2016-07-14,220
10719,1,Marie Curtis Park East Beach,32W,2016-07-14,50
10720,1,Marie Curtis Park East Beach,31W,2016-07-14,130
10721,1,Marie Curtis Park East Beach,30W,2016-07-14,120
10722,2,Sunnyside Beach,21W,2016-07-14,80
10723,2,Sunnyside Beach,17W,2016-07-14,100
10724,2,Sunnyside Beach,18W,2016-07-14,330
10725,2,Sunnyside Beach,22W,2016-07-14,60
10726,2,Sunnyside Beach,23W,2016-07-14,0
10727,2,Sunnyside Beach,19W,2016-07-14,180
10728,2,Sunnyside Beach,20W,2016-07-14,70
10729,1,Marie Curtis Park East Beach,29W,2016-07-13,20
10730,1,Marie Curtis Park East Beach,33W,2016-07-13,10
10731,1,Marie Curtis Park East Beach,32W,2016-07-13,80
10732,1,Marie Curtis Park East Beach,31W,2016-07-13,60
10733,1,Marie Curtis Park East Beach,30W,2016-07-13,70
10734,2,Sunnyside Beach,21W,2016-07-13,10
10735,2,Sunnyside Beach,17W,2016-07-13,50
10736,2,Sunnyside Beach,18W,2016-07-13,240
10737,2,Sunnyside Beach,22W,2016-07-13,10
10738,2,Sunnyside Beach,23W,2016-07-13,0
10739,2,Sunnyside Beach,19W,2016-07-13,100
10740,2,Sunnyside Beach,20W,2016-07-13,30
10741,1,Marie Curtis Park East Beach,29W,2016-07-12,20
10742,1,Marie Curtis Park East Beach,33W,2016-07-12,70
10743,1,Marie Curtis Park East Beach,32W,2016-07-12,40
10744,1,Marie Curtis Park East Beach,31W,2016-07-12,20
10745,1,Marie Curtis Park East Beach,30W,2016-07-12,30
10746,2,Sunnyside Beach,21W,2016-07-12,10
10747,2,Sunnyside Beach,17W,2016-07-12,20
10748,2,Sunnyside Beach,18W,2016-07-12,90
10749,2,Sunnyside Beach,22W,2016-07-12,10
10750,2,Sunnyside Beach,23W,2016-07-12,0
10751,2,Sunnyside Beach,19W,2016-07-12,10
10752,2,Sunnyside Beach,20W,2016-07-12,40
10753,1,Marie Curtis Park East Beach,29W,2016-07-11,10
10754,1,Marie Curtis Park East Beach,33W,2016-07-11,10
10755,1,Marie Curtis Park East Beach,32W,2016-07-11,10
10756,1,Marie Curtis Park East Beach,31W,2016-07-11,10
10757,1,Marie Curtis Park East Beach,30W,2016-07-11,10
10758,2,Sunnyside Beach,21W,2016-07-11,10
10759,2,Sunnyside Beach,17W,2016-07-11,10
10760,2,Sunnyside Beach,18W,2016-07-11,20
10761,2,Sunnyside Beach,22W,2016-07-11,30
10762,2,Sunnyside Beach,23W,2016-07-11,0
10763,2,Sunnyside Beach,19W,2016-07-11,20
10764,2,Sunnyside Beach,20W,2016-07-11,20
10765,1,Marie Curtis Park East Beach,29W,2016-07-10,60
10766,1,Marie Curtis Park East Beach,33W,2016-07-10,30
10767,1,Marie Curtis Park East Beach,32W,2016-07-10,20
10768,1,Marie Curtis Park East Beach,31W,2016-07-10,10
10769,1,Marie Curtis Park East Beach,30W,2016-07-10,30
10770,2,Sunnyside Beach,21W,2016-07-10,70
10771,2,Sunnyside Beach,17W,2016-07-10,40
10772,2,Sunnyside Beach,18W,2016-07-10,60
10773,2,Sunnyside Beach,22W,2016-07-10,30
10774,2,Sunnyside Beach,23W,2016-07-10,0
10775,2,Sunnyside Beach,19W,2016-07-10,90
10776,2,Sunnyside Beach,20W,2016-07-10,60
10777,1,Marie Curtis Park East Beach,29W,2016-07-09,150
10778,1,Marie Curtis Park East Beach,33W,2016-07-09,160
10779,1,Marie Curtis Park East Beach,32W,2016-07-09,160
10780,1,Marie Curtis Park East Beach,31W,2016-07-09,120
10781,1,Marie Curtis Park East Beach,30W,2016-07-09,130
10782,2,Sunnyside Beach,21W,2016-07-09,140
10783,2,Sunnyside Beach,17W,2016-07-09,20
10784,2,Sunnyside Beach,18W,2016-07-09,40
10785,2,Sunnyside Beach,22W,2016-07-09,290
10786,2,Sunnyside Beach,23W,2016-07-09,0
10787,2,Sunnyside Beach,19W,2016-07-09,20
10788,2,Sunnyside Beach,20W,2016-07-09,100
10789,1,Marie Curtis Park East Beach,29W,2016-07-08,10
10790,1,Marie Curtis Park East Beach,33W,2016-07-08,30
10791,1,Marie Curtis Park East Beach,32W,2016-07-08,20
10792,1,Marie Curtis Park East Beach,31W,2016-07-08,110
