Observation,Beach Number,Beach Name,Site Location,Collection Date,E. Coli Levels (# colonies/ 100mL)
9843,1,Marie Curtis Park East Beach,32W,2017-06-05,120
9844,1,Marie Curtis Park East Beach,31W,2017-06-05,14000
9845,1,Marie Curtis Park East Beach,30W,2017-06-05,340
9846,2,Sunnyside Beach,19W,2017-06-05,10
9847,2,Sunnyside Beach,17W,2017-06-05,10
9848,2,Sunnyside Beach,18W,2017-06-05,10
9849,2,Sunnyside Beach,20W,2017-06-05,10
9850,2,Sunnyside Beach,21W,2017-06-05,10
9851,2,Sunnyside Beach,22W,2017-06-05,10
9852,2,Sunnyside Beach,23W,2017-06-05,0
9853,1,Marie Curtis Park East Beach,29W,2017-06-04,10
9854,1,Marie Curtis Park East Beach,33W,2017-06-04,30
9855,1,Marie Curtis Park East Beach,32W,2017-06-04,530
9856,1,Marie Curtis Park East Beach,31W,2017-06-04,70
9857,1,Marie Curtis Park East Beach,30W,2017-06-04,10
9858,2,Sunnyside Beach,19W,2017-06-04,10
9859,2,Sunnyside Beach,17W,2017-06-04,10
9860,2,Sunnyside Beach,18W,2017-06-04,10
9861,2,Sunnyside Beach,20W,2017-06-04,10
9862,2,Sunnyside Beach,21W,2017-06-04,10
9863,2,Sunnyside Beach,22W,2017-06-04,50
9864,2,Sunnyside Beach,23W,2017-06-04,0
9865,1,Marie Curtis Park East Beach,29W,2017-06-03,50
9866,1,Marie Curtis Park East Beach,33W,2017-06-03,10
9867,1,Marie Curtis Park East Beach,32W,2017-06-03,10
9868,1,Marie Curtis Park East Beach,31W,2017-06-03,40
9869,1,Marie Curtis Park East Beach,30W,2017-06-03,50
9870,2,Sunnyside Beach,19W,2017-06-03,10
9871,2,Sunnyside Beach,17W,2017-06-03,10
9872,2,Sunnyside Beach,18W,2017-06-03,10
9873,2,Sunnyside Beach,20W,2017-06-03,10
9874,2,Sunnyside Beach,21W,2017-06-03,10
9875,2,Sunnyside Beach,22W,2017-06-03,10
9876,2,Sunnyside Beach,23W,2017-06-03,0
9877,1,Marie Curtis Park East Beach,29W,2017-06-02,10
9878,1,Marie Curtis Park East Beach,33W,2017-06-02,10
9879,1,Marie Curtis Park East Beach,32W,2017-06-02,10
9880,1,Marie Curtis Park East Beach,31W,2017-06-02,10
9881,1,Marie Curtis Park East Beach,30W,2017-06-02,10
9882,2,Sunnyside Beach,19W,2017-06-02,10
9883,2,Sunnyside Beach,17W,2017-06-02,20
9884,2,Sunnyside Beach,18W,2017-06-02,10
9885,2,Sunnyside Beach,20W,2017-06-02,10
9886,2,Sunnyside Beach,21W,2017-06-02,10
9887,2,Sunnyside Beach,22W,2017-06-02,10
9888,2,Sunnyside Beach,23W,2017-06-02,10
9889,1,Marie Curtis Park East Beach,29W,2017-06-01,20
9890,1,Marie Curtis Park East Beach,33W,2017-06-01,10
9891,1,Marie Curtis Park East Beach,32W,2017-06-01,10
9892,1,Marie Curtis Park East Beach,31W,2017-06-01,10
9893,1,Marie Curtis Park East Beach,30W,2017-06-01,10
9894,2,Sunnyside Beach,19W,2017-06-01,10
9895,2,Sunnyside Beach,17W,2017-06-01,20
9896,2,Sunnyside Beach,18W,2017-06-01,10
9897,2,Sunnyside Beach,20W,2017-06-01,10
9898,2,Sunnyside Beach,21W,2017-06-01,10
9899,2,Sunnyside Beach,22W,2017-06-01,10
9900,2,Sunnyside Beach,23W,2017-06-01,0
9901,1,Marie Curtis Park East Beach,29W,2017-05-31,590
9902,1,Marie Curtis Park East Beach,33W,2017-05-31,70
9903,1,Marie Curtis Park East Beach,32W,2017-05-31,410
9904,1,Marie Curtis Park East Beach,31W,2017-05-31,290
9905,1,Marie Curtis Park East Beach,30W,2017-05-31,500
9906,2,Sunnyside Beach,19W,2017-05-31,540
9907,2,Sunnyside Beach,17W,2017-05-31,180
9908,2,Sunnyside Beach,18W,2017-05-31,250
9909,2,Sunnyside Beach,20W,2017-05-31,220
9910,2,Sunnyside Beach,21W,2017-05-31,80
9911,2,Sunnyside Beach,22W,2017-05-31,110
9912,2,Sunnyside Beach,23W,2017-05-31,0
9913,1,Marie Curtis Park East Beach,29W,2017-05-30,50
9914,1,Marie Curtis Park East Beach,33W,2017-05-30,10
9915,1,Marie Curtis Park East Beach,32W,2017-05-30,20
9916,1,Marie Curtis Park East Beach,31W,2017-05-30,40
9917,1,Marie Curtis Park East Beach,30W,2017-05-30,30
9918,2,Sunnyside Beach,19W,2017-05-30,20
9919,2,Sunnyside Beach,17W,2017-05-30,10
9920,2,Sunnyside Beach,18W,2017-05-30,30
9921,2,Sunnyside Beach,20W,2017-05-30,20
9922,2,Sunnyside Beach,21W,2017-05-30,10
9923,2,Sunnyside Beach,22W,2017-05-30,10
9924,2,Sunnyside Beach,23W,2017-05-30,0
9925,1,Marie Curtis Park East Beach,29W,2017-05-29,40
9926,1,Marie Curtis Park East Beach,33W,2017-05-29,90
9927,1,Marie Curtis Park East Beach,32W,2017-05-29,30
9928,1,Marie Curtis Park East Beach,31W,2017-05-29,10
9929,1,Marie Curtis Park East Beach,30W,2017-05-29,30
9930,2,Sunnyside Beach,20W,2017-05-29,400
9931,2,Sunnyside Beach,17W,2017-05-29,120
9932,2,Sunnyside Beach,18W,2017-05-29,70
9933,2,Sunnyside Beach,21W,2017-05-29,80
9934,2,Sunnyside Beach,22W,2017-05-29,190
9935,2,Sunnyside Beach,23W,2017-05-29,0
9936,2,Sunnyside Beach,19W,2017-05-29,40
9937,1,Marie Curtis Park East Beach,29W,2017-05-28,0
9938,1,Marie Curtis Park East Beach,33W,2017-05-28,0
9939,1,Marie Curtis Park East Beach,32W,2017-05-28,0
9940,1,Marie Curtis Park East Beach,31W,2017-05-28,0
9941,1,Marie Curtis Park East Beach,30W,2017-05-28,0
9942,2,Sunnyside Beach,20W,2017-05-28,0
9943,2,Sunnyside Beach,17W,2017-05-28,0
9944,2,Sunnyside Beach,18W,2017-05-28,0
9945,2,Sunnyside Beach,21W,2017-05-28,0
9946,2,Sunnyside Beach,22W,2017-05-28,0
9947,2,Sunnyside Beach,23W,2017-05-28,0
9948,2,Sunnyside Beach,19W,2017-05-28,0
9949,1,Marie Curtis Park East Beach,29W,2017-05-27,10
9950,1,Marie Curtis Park East Beach,33W,2017-05-27,30
9951,1,Marie Curtis Park East Beach,32W,2017-05-27,10
9952,1,Marie Curtis Park East Beach,31W,2017-05-27,20
9953,1,Marie Curtis Park East Beach,30W,2017-05-27,50
9954,2,Sunnyside Beach,20W,2017-05-27,50
9955,2,Sunnyside Beach,17W,2017-05-27,50
9956,2,Sunnyside Beach,18W,2017-05-27,60
9957,2,Sunnyside Beach,21W,2017-05-27,60
9958,2,Sunnyside Beach,22W,2017-05-27,20
9959,2,Sunnyside Beach,23W,2017-05-27,0
9960,2,Sunnyside Beach,19W,2017-05-27,40
9961,1,Marie Curtis Park East Beach,29W,2017-05-26,420
9962,1,Marie Curtis Park East Beach,33W,2017-05-26,160
9963,1,Marie Curtis Park East Beach,32W,2017-05-26,270
9964,1,Marie Curtis Park East Beach,31W,2017-05-26,300
9965,1,Marie Curtis Park East Beach,30W,2017-05-26,400
9966,2,Sunnyside Beach,20W,2017-05-26,520
9967,2,Sunnyside Beach,17W,2017-05-26,460
9968,2,Sunnyside Beach,18W,2017-05-26,490
9969,2,Sunnyside Beach,21W,2017-05-26,600
9970,2,Sunnyside Beach,22W,2017-05-26,210
9971,2,Sunnyside Beach,23W,2017-05-26,0
9972,2,Sunnyside Beach,19W,2017-05-26,2000
9973,1,Marie Curtis Park East Beach,29W,2017-05-25,0
9974,1,Marie Curtis Park East Beach,33W,2017-05-25,0
9975,1,Marie Curtis Park East Beach,32W,2017-05-25,0
9976,1,Marie Curtis Park East Beach,31W,2017-05-25,0
9977,1,Marie Curtis Park East Beach,30W,2017-05-25,0
9978,2,Sunnyside Beach,20W,2017-05-25,0
9979,2,Sunnyside Beach,17W,2017-05-25,0
9980,2,Sunnyside Beach,18W,2017-05-25,0
9981,2,Sunnyside Beach,21W,2017-05-25,0
9982,2,Sunnyside Beach,22W,2017-05-25,0
9983,2,Sunnyside Beach,23W,2017-05-25,0
9984,2,Sunnyside Beach,19W,2017-05-25,0
9985,1,Marie Curtis Park East Beach,29W,2017-05-24,30
9986,1,Marie Curtis Park East Beach,33W,2017-05-24,30
9987,1,Marie Curtis Park East Beach,32W,2017-05-24,10
9988,1,Marie Curtis Park East Beach,31W,2017-05-24,40
9989,1,Marie Curtis Park East Beach,30W,2017-05-24,40
9990,2,Sunnyside Beach,20W,2017-05-24,10
9991,2,Sunnyside Beach,17W,2017-05-24,10
9992,2,Sunnyside Beach,18W,2017-05-24,10
9993,2,Sunnyside Beach,21W,2017-05-24,10
9994,2,Sunnyside Beach,22W,2017-05-24,10
9995,2,Sunnyside Beach,23W,2017-05-24,0
9996,2,Sunnyside Beach,19W,2017-05-24,10
9997,1,Marie Curtis Park East Beach,29W,2017-05-23,20
9998,1,Marie Curtis Park East Beach,33W,2017-05-23,60
9999,1,Marie Curtis Park East Beach,32W,2017-05-23,80
10000,1,Marie Curtis Park East Beach,31W,2017-05-23,20
10001,1,Marie Curtis Park East Beach,30W,2017-05-23,80
10002,2,Sunnyside Beach,20W,2017-05-23,10
10003,2,Sunnyside Beach,17W,2017-05-23,30
10004,2,Sunnyside Beach,18W,2017-05-23,70
10005,2,Sunnyside Beach,21W,2017-05-23,10
10006,2,Sunnyside Beach,22W,2017-05-23,10
10007,2,Sunnyside Beach,23W,2017-05-23,10
10008,2,Sunnyside Beach,19W,2017-05-23,30
10009,1,Marie Curtis Park East Beach,29W,2017-05-22,0
10010,1,Marie Curtis Park East Beach,33W,2017-05-22,0
10011,1,Marie Curtis Park East Beach,32W,2017-05-22,0
10012,1,Marie Curtis Park East Beach,31W,2017-05-22,0
10013,1,Marie Curtis Park East Beach,30W,2017-05-22,0
10014,2,Sunnyside Beach,20W,2017-05-22,0
10015,2,Sunnyside Beach,17W,2017-05-22,0
10016,2,Sunnyside Beach,18W,2017-05-22,0
10017,2,Sunnyside Beach,21W,2017-05-22,0
10018,2,Sunnyside Beach,22W,2017-05-22,0
10019,2,Sunnyside Beach,23W,2017-05-22,0
10020,2,Sunnyside Beach,19W,2017-05-22,0
10021,1,Marie Curtis Park East Beach,29W,2017-05-19,0
10022,1,Marie Curtis Park East Beach,33W,2017-05-19,0
10023,1,Marie Curtis Park East Beach,32W,2017-05-19,0
10024,1,Marie Curtis Park East Beach,31W,2017-05-19,0
10025,1,Marie Curtis Park East Beach,30W,2017-05-19,0
10026,2,Sunnyside Beach,20W,2017-05-19,0
10027,2,Sunnyside Beach,17W,2017-05-19,0
10028,2,Sunnyside Beach,18W,2017-05-19,0
10029,2,Sunnyside Beach,21W,2017-05-19,0
10030,2,Sunnyside Beach,22W,2017-05-19,0
10031,2,Sunnyside Beach,23W,2017-05-19,0
10032,2,Sunnyside Beach,19W,2017-05-19,0
10033,1,Marie Curtis Park East Beach,29W,2017-05-04,0
10034,1,Marie Curtis Park East Beach,33W,2017-05-04,0
10035,1,Marie Curtis Park East Beach,32W,2017-05-04,0
10036,1,Marie Curtis Park East Beach,31W,2017-05-04,0
10037,1,Marie Curtis Park East Beach,30W,2017-05-04,0
10038,2,Sunnyside Beach,20W,2017-05-04,0
10039,2,Sunnyside Beach,17W,2017-05-04,0
10040,2,Sunnyside Beach,18W,2017-05-04,0
10041,2,Sunnyside Beach,21W,2017-05-04,0
10042,2,Sunnyside Beach,22W,2017-05-04,0
10043,2,Sunnyside Beach,23W,2017-05-04,0
10044,2,Sunnyside Beach,19W,2017-05-04,0
10045,1,Marie Curtis Park East Beach,29W,2017-04-27,0
10046,1,Marie Curtis Park East Beach,33W,2017-04-27,0
10047,1,Marie Curtis Park East Beach,32W,2017-04-27,0
10048,1,Marie Curtis Park East Beach,31W,2017-04-27,0
10049,1,Marie Curtis Park East Beach,30W,2017-04-27,0
10050,2,Sunnyside Beach,20W,2017-04-27,0
10051,2,Sunnyside Beach,17W,2017-04-27,0
10052,2,Sunnyside Beach,18W,2017-04-27,0
10053,2,Sunnyside Beach,21W,2017-04-27,0
10054,2,Sunnyside Beach,22W,2017-04-27,0
10055,2,Sunnyside Beach,23W,2017-04-27,0
10056,2,Sunnyside Beach,19W,2017-04-27,0
10057,1,Marie Curtis Park East Beach,29W,2017-03-02,0
10058,1,Marie Curtis Park East Beach,33W,2017-03-02,0
10059,1,Marie Curtis Park East Beach,32W,2017-03-02,0
10060,1,Marie Curtis Park East Beach,31W,2017-03-02,0
10061,1,Marie Curtis Park East Beach,30W,2017-03-02,0
10062,2,Sunnyside Beach,20W,2017-03-02,0
10063,2,Sunnyside Beach,17W,2017-03-02,0
10064,2,Sunnyside Beach,18W,2017-03-02,0
10065,2,Sunnyside Beach,21W,2017-03-02,0
10066,2,Sunnyside Beach,22W,2017-03-02,0
10067,2,Sunnyside Beach,23W,2017-03-02,0
10068,2,Sunnyside Beach,19W,2017-03-02,0
10069,1,Marie Curtis Park East Beach,29W,2016-09-06,10
10070,1,Marie Curtis Park East Beach,33W,2016-09-06,10
10071,1,Marie Curtis Park East Beach,32W,2016-09-06,20
10072,1,Marie Curtis Park East Beach,31W,2016-09-06,10
10073,1,Marie Curtis Park East Beach,30W,2016-09-06,10
10074,2,Sunnyside Beach,20W,2016-09-06,0
10075,2,Sunnyside Beach,17W,2016-09-06,0
10076,2,Sunnyside Beach,18W,2016-09-06,0
10077,2,Sunnyside Beach,21W,2016-09-06,0
10078,2,Sunnyside Beach,22W,2016-09-06,0
10079,2,Sunnyside Beach,23W,2016-09-06,0
10080,2,Sunnyside Beach,19W,2016-09-06,0
10081,1,Marie Curtis Park East Beach,29W,2016-09-05,20
10082,1,Marie Curtis Park East Beach,33W,2016-09-05,30
10083,1,Marie Curtis Park East Beach,32W,2016-09-05,10
10084,1,Marie Curtis Park East Beach,31W,2016-09-05,10
10085,1,Marie Curtis Park East Beach,30W,2016-09-05,10
10086,2,Sunnyside Beach,20W,2016-09-05,10
10087,2,Sunnyside Beach,17W,2016-09-05,10
10088,2,Sunnyside Beach,18W,2016-09-05,20
10089,2,Sunnyside Beach,21W,2016-09-05,20
10090,2,Sunnyside Beach,22W,2016-09-05,10
10091,2,Sunnyside Beach,23W,2016-09-05,0
10092,2,Sunnyside Beach,19W,2016-09-05,10
10093,1,Marie Curtis Park East Beach,29W,2016-09-04,10
10094,1,Marie Curtis Park East Beach,33W,2016-09-04,10
10095,1,Marie Curtis Park East Beach,32W,2016-09-04,10
10096,1,Marie Curtis Park East Beach,31W,2016-09-04,10
10097,1,Marie Curtis Park East Beach,30W,2016-09-04,10
10098,2,Sunnyside Beach,20W,2016-09-04,10
10099,2,Sunnyside Beach,17W,2016-09-04,20
10100,2,Sunnyside Beach,18W,2016-09-04,10
10101,2,Sunnyside Beach,21W,2016-09-04,30
10102,2,Sunnyside Beach,22W,2016-09-04,20
10103,2,Sunnyside Beach,23W,2016-09-04,0
10104,2,Sunnyside Beach,19W,2016-09-04,10
10105,1,Marie Curtis Park East Beach,29W,2016-09-03,10
10106,1,Marie Curtis Park East Beach,33W,2016-09-03,10
10107,1,Marie Curtis Park East Beach,32W,2016-09-03,10
10108,1,Marie Curtis Park East Beach,31W,2016-09-03,10
10109,1,Marie Curtis Park East Beach,30W,2016-09-03,10
10110,2,Sunnyside Beach,20W,2016-09-03,10
10111,2,Sunnyside Beach,17W,2016-09-03,30
10112,2,Sunnyside Beach,18W,2016-09-03,50
10113,2,Sunnyside Beach,21W,2016-09-03,20
10114,2,Sunnyside Beach,22W,2016-09-03,20
10115,2,Sunnyside Beach,23W,2016-09-03,0
10116,2,Sunnyside Beach,19W,2016-09-03,20
10117,1,Marie Curtis Park East Beach,29W,2016-09-02,50
10118,1,Marie Curtis Park East Beach,33W,2016-09-02,40
10119,1,Marie Curtis Park East Beach,32W,2016-09-02,10
10120,1,Marie Curtis Park East Beach,31W,2016-09-02,40
10121,1,Marie Curtis Park East Beach,30W,2016-09-02,280
10122,2,Sunnyside Beach,20W,2016-09-02,20
10123,2,Sunnyside Beach,17W,2016-09-02,90
10124,2,Sunnyside Beach,18W,2016-09-02,60
10125,2,Sunnyside Beach,21W,2016-09-02,20
10126,2,Sunnyside Beach,22W,2016-09-02,80
10127,2,Sunnyside Beach,23W,2016-09-02,0
10128,2,Sunnyside Beach,19W,2016-09-02,240
10129,1,Marie Curtis Park East Beach,29W,2016-09-01,20
10130,1,Marie Curtis Park East Beach,33W,2016-09-01,90
10131,1,Marie Curtis Park East Beach,32W,2016-09-01,10
10132,1,Marie Curtis Park East Beach,31W,2016-09-01,10
10133,1,Marie Curtis Park East Beach,30W,2016-09-01,20
10134,2,Sunnyside Beach,20W,2016-09-01,10
10135,2,Sunnyside Beach,17W,2016-09-01,100
10136,2,Sunnyside Beach,18W,2016-09-01,110
10137,2,Sunnyside Beach,21W,2016-09-01,10
10138,2,Sunnyside Beach,22W,2016-09-01,20
10139,2,Sunnyside Beach,23W,2016-09-01,0
10140,2,Sunnyside Beach,19W,2016-09-01,40
10141,1,Marie Curtis Park East Beach,29W,2016-08-31,100
10142,1,Marie Curtis Park East Beach,33W,2016-08-31,10
10143,1,Marie Curtis Park East Beach,32W,2016-08-31,10
10144,1,Marie Curtis Park East Beach,31W,2016-08-31,40
10145,1,Marie Curtis Park East Beach,30W,2016-08-31,250
10146,2,Sunnyside Beach,20W,2016-08-31,40
10147,2,Sunnyside Beach,17W,2016-08-31,100
10148,2,Sunnyside Beach,18W,2016-08-31,40
10149,2,Sunnyside Beach,21W,2016-08-31,10
10150,2,Sunnyside Beach,22W,2016-08-31,60
10151,2,Sunnyside Beach,23W,2016-08-31,0
10152,2,Sunnyside Beach,19W,2016-08-31,20
10153,1,Marie Curtis Park East Beach,29W,2016-08-30,10
10154,1,Marie Curtis Park East Beach,33W,2016-08-30,130
10155,1,Marie Curtis Park East Beach,32W,2016-08-30,20
10156,1,Marie Curtis Park East Beach,31W,2016-08-30,20
10157,1,Marie Curtis Park East Beach,30W,2016-08-30,20
10158,2,Sunnyside Beach,20W,2016-08-30,10
10159,2,Sunnyside Beach,17W,2016-08-30,20
10160,2,Sunnyside Beach,18W,2016-08-30,10
10161,2,Sunnyside Beach,21W,2016-08-30,10
10162,2,Sunnyside Beach,22W,2016-08-30,10
10163,2,Sunnyside Beach,23W,2016-08-30,0
10164,2,Sunnyside Beach,19W,2016-08-30,40
10165,1,Marie Curtis Park East Beach,29W,2016-08-29,30
10166,1,Marie Curtis Park East Beach,33W,2016-08-29,40
10167,1,Marie Curtis Park East Beach,32W,2016-08-29,30
10168,1,Marie Curtis Park East Beach,31W,2016-08-29,20
10169,1,Marie Curtis Park East Beach,30W,2016-08-29,30
10170,2,Sunnyside Beach,20W,2016-08-29,30
10171,2,Sunnyside Beach,17W,2016-08-29,20
10172,2,Sunnyside Beach,18W,2016-08-29,130
10173,2,Sunnyside Beach,21W,2016-08-29,570
10174,2,Sunnyside Beach,22W,2016-08-29,1800
10175,2,Sunnyside Beach,23W,2016-08-29,0
10176,2,Sunnyside Beach,19W,2016-08-29,20
10177,1,Marie Curtis Park East Beach,29W,2016-08-28,150
10178,1,Marie Curtis Park East Beach,33W,2016-08-28,620
10179,1,Marie Curtis Park East Beach,32W,2016-08-28,240
10180,1,Marie Curtis Park East Beach,31W,2016-08-28,170
10181,1,Marie Curtis Park East Beach,30W,2016-08-28,60
10182,2,Sunnyside Beach,20W,2016-08-28,10
10183,2,Sunnyside Beach,17W,2016-08-28,50
10184,2,Sunnyside Beach,18W,2016-08-28,60
10185,2,Sunnyside Beach,21W,2016-08-28,10
10186,2,Sunnyside Beach,22W,2016-08-28,30
10187,2,Sunnyside Beach,23W,2016-08-28,0
10188,2,Sunnyside Beach,19W,2016-08-28,30
10189,1,Marie Curtis Park East Beach,29W,2016-08-27,20
10190,1,Marie Curtis Park East Beach,33W,2016-08-27,100
10191,1,Marie Curtis Park East Beach,32W,2016-08-27,10
10192,1,Marie Curtis Park East Beach,31W,2016-08-27,30
10193,1,Marie Curtis Park East Beach,30W,2016-08-27,20
10194,2,Sunnyside Beach,20W,2016-08-27,80
10195,2,Sunnyside Beach,17W,2016-08-27,20
10196,2,Sunnyside Beach,18W,2016-08-27,90
10197,2,Sunnyside Beach,21W,2016-08-27,10
10198,2,Sunnyside Beach,22W,2016-08-27,10
10199,2,Sunnyside Beach,23W,2016-08-27,0
10200,2,Sunnyside Beach,19W,2016-08-27,10
10201,1,Marie Curtis Park East Beach,29W,2016-08-26,810
10202,1,Marie Curtis Park East Beach,33W,2016-08-26,670
10203,1,Marie Curtis Park East Beach,32W,2016-08-26,830
10204,1,Marie Curtis Park East Beach,31W,2016-08-26,460
10205,1,Marie Curtis Park East Beach,30W,2016-08-26,580
10206,2,Sunnyside Beach,20W,2016-08-26,100
10207,2,Sunnyside Beach,17W,2016-08-26,140
10208,2,Sunnyside Beach,18W,2016-08-26,100
10209,2,Sunnyside Beach,21W,2016-08-26,120
10210,2,Sunnyside Beach,22W,2016-08-26,150
10211,2,Sunnyside Beach,23W,2016-08-26,0
10212,2,Sunnyside Beach,19W,2016-08-26,110
10213,1,Marie Curtis Park East Beach,29W,2016-08-25,1000
10214,1,Marie Curtis Park East Beach,33W,2016-08-25,680
10215,1,Marie Curtis Park East Beach,32W,2016-08-25,1100
10216,1,Marie Curtis Park East Beach,31W,2016-08-25,490
10217,1,Marie Curtis Park East Beach,30W,2016-08-25,1100
10218,2,Sunnyside Beach,20W,2016-08-25,170
10219,2,Sunnyside Beach,17W,2016-08-25,80
10220,2,Sunnyside Beach,18W,2016-08-25,30
10221,2,Sunnyside Beach,21W,2016-08-25,210
10222,2,Sunnyside Beach,22W,2016-08-25,3500
10223,2,Sunnyside Beach,23W,2016-08-25,0
10224,2,Sunnyside Beach,19W,2016-08-25,110
10225,1,Marie Curtis Park East Beach,29W,2016-08-24,10
10226,1,Marie Curtis Park East Beach,33W,2016-08-24,10
10227,1,Marie Curtis Park East Beach,32W,2016-08-24,30
10228,1,Marie Curtis Park East Beach,31W,2016-08-24,20
10229,1,Marie Curtis Park East Beach,30W,2016-08-24,10
10230,2,Sunnyside Beach,20W,2016-08-24,70
10231,2,Sunnyside Beach,17W,2016-08-24,30
10232,2,Sunnyside Beach,18W,2016-08-24,10
10233,2,Sunnyside Beach,21W,2016-08-24,20
10234,2,Sunnyside Beach,22W,2016-08-24,10
10235,2,Sunnyside Beach,23W,2016-08-24,0
10236,2,Sunnyside Beach,19W,2016-08-24,10
10237,1,Marie Curtis Park East Beach,29W,2016-08-23,10
10238,1,Marie Curtis Park East Beach,33W,2016-08-23,10
10239,1,Marie Curtis Park East Beach,32W,2016-08-23,10
10240,1,Marie Curtis Park East Beach,31W,2016-08-23,10
10241,1,Marie Curtis Park East Beach,30W,2016-08-23,10
10242,2,Sunnyside Beach,20W,2016-08-23,10
10243,2,Sunnyside Beach,17W,2016-08-23,10
10244,2,Sunnyside Beach,18W,2016-08-23,10
10245,2,Sunnyside Beach,21W,2016-08-23,10
10246,2,Sunnyside Beach,22W,2016-08-23,20
10247,2,Sunnyside Beach,23W,2016-08-23,0
10248,2,Sunnyside Beach,19W,2016-08-23,30
10249,1,Marie Curtis Park East Beach,29W,2016-08-22,40
10250,1,Marie Curtis Park East Beach,33W,2016-08-22,40
10251,1,Marie Curtis Park East Beach,32W,2016-08-22,50
10252,1,Marie Curtis Park East Beach,31W,2016-08-22,40
10253,1,Marie Curtis Park East Beach,30W,2016-08-22,10
10254,2,Sunnyside Beach,20W,2016-08-22,40
10255,2,Sunnyside Beach,17W,2016-08-22,30
10256,2,Sunnyside Beach,18W,2016-08-22,10
10257,2,Sunnyside Beach,21W,2016-08-22,60
10258,2,Sunnyside Beach,22W,2016-08-22,40
10259,2,Sunnyside Beach,23W,2016-08-22,0
10260,2,Sunnyside Beach,19W,2016-08-22,40
10261,1,Marie Curtis Park East Beach,29W,2016-08-21,830
10262,1,Marie Curtis Park East Beach,33W,2016-08-21,890
10263,1,Marie Curtis Park East Beach,32W,2016-08-21,940
10264,1,Marie Curtis Park East Beach,31W,2016-08-21,870
10265,1,Marie Curtis Park East Beach,30W,2016-08-21,610
10266,2,Sunnyside Beach,20W,2016-08-21,100
10267,2,Sunnyside Beach,17W,2016-08-21,350
10268,2,Sunnyside Beach,18W,2016-08-21,290
10269,2,Sunnyside Beach,21W,2016-08-21,20
10270,2,Sunnyside Beach,22W,2016-08-21,110
10271,2,Sunnyside Beach,23W,2016-08-21,0
10272,2,Sunnyside Beach,19W,2016-08-21,780
10273,1,Marie Curtis Park East Beach,29W,2016-08-20,770
10274,1,Marie Curtis Park East Beach,33W,2016-08-20,1010
10275,1,Marie Curtis Park East Beach,32W,2016-08-20,800
10276,1,Marie Curtis Park East Beach,31W,2016-08-20,110
10277,1,Marie Curtis Park East Beach,30W,2016-08-20,650
10278,2,Sunnyside Beach,20W,2016-08-20,50
10279,2,Sunnyside Beach,17W,2016-08-20,430
10280,2,Sunnyside Beach,18W,2016-08-20,300
10281,2,Sunnyside Beach,21W,2016-08-20,80
10282,2,Sunnyside Beach,22W,2016-08-20,110
10283,2,Sunnyside Beach,23W,2016-08-20,0
10284,2,Sunnyside Beach,19W,2016-08-20,50
10285,1,Marie Curtis Park East Beach,29W,2016-08-19,320
10286,1,Marie Curtis Park East Beach,33W,2016-08-19,310
10287,1,Marie Curtis Park East Beach,32W,2016-08-19,190
10288,1,Marie Curtis Park East Beach,31W,2016-08-19,180
10289,1,Marie Curtis Park East Beach,30W,2016-08-19,200
10290,2,Sunnyside Beach,20W,2016-08-19,30
10291,2,Sunnyside Beach,17W,2016-08-19,110
10292,2,Sunnyside Beach,18W,2016-08-19,60
10293,2,Sunnyside Beach,21W,2016-08-19,20
10294,2,Sunnyside Beach,22W,2016-08-19,10
10295,2,Sunnyside Beach,23W,2016-08-19,0
10296,2,Sunnyside Beach,19W,2016-08-19,30
10297,1,Marie Curtis Park East Beach,29W,2016-08-18,50
10298,1,Marie Curtis Park East Beach,33W,2016-08-18,90
10299,1,Marie Curtis Park East Beach,32W,2016-08-18,20
10300,1,Marie Curtis Park East Beach,31W,2016-08-18,60
10301,1,Marie Curtis Park East Beach,30W,2016-08-18,40
10302,2,Sunnyside Beach,20W,2016-08-18,10
10303,2,Sunnyside Beach,17W,2016-08-18,20
10304,2,Sunnyside Beach,18W,2016-08-18,10
10305,2,Sunnyside Beach,21W,2016-08-18,90
10306,2,Sunnyside Beach,22W,2016-08-18,290
10307,2,Sunnyside Beach,23W,2016-08-18,0
10308,2,Sunnyside Beach,19W,2016-08-18,10
10309,1,Marie Curtis Park East Beach,29W,2016-08-17,1800
10310,1,Marie Curtis Park East Beach,33W,2016-08-17,1100
10311,1,Marie Curtis Park East Beach,32W,2016-08-17,1800
10312,1,Marie Curtis Park East Beach,31W,2016-08-17,1600
10313,1,Marie Curtis Park East Beach,30W,2016-08-17,9000
10314,2,Sunnyside Beach,20W,2016-08-17,520
10315,2,Sunnyside Beach,17W,2016-08-17,380
10316,2,Sunnyside Beach,18W,2016-08-17,410
10317,2,Sunnyside Beach,21W,2016-08-17,640
10318,2,Sunnyside Beach,22W,2016-08-17,490
10319,2,Sunnyside Beach,23W,2016-08-17,0
10320,2,Sunnyside Beach,19W,2016-08-17,380
10321,1,Marie Curtis Park East Beach,29W,2016-08-16,120
10322,1,Marie Curtis Park East Beach,33W,2016-08-16,70
10323,1,Marie Curtis Park East Beach,32W,2016-08-16,110
10324,1,Marie Curtis Park East Beach,31W,2016-08-16,100
10325,1,Marie Curtis Park East Beach,30W,2016-08-16,120
10326,2,Sunnyside Beach,20W,2016-08-16,40
10327,2,Sunnyside Beach,17W,2016-08-16,100
10328,2,Sunnyside Beach,18W,2016-08-16,320
