_id,beachId,beachName,siteName,collectionDate,eColi,comments,geometry
15103,2,Sunnyside Beach,17W,2013-05-29,370,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
15104,2,Sunnyside Beach,18W,2013-05-29,1500,est,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
15105,2,Sunnyside Beach,20W,2013-05-29,490,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
15106,2,Sunnyside Beach,21W,2013-05-29,390,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
15107,2,Sunnyside Beach,22W,2013-05-29,220,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
15108,2,Sunnyside Beach,23W,2013-05-29,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
15109,1,Marie Curtis Park East Beach,29W,2013-05-28,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
15110,1,Marie Curtis Park East Beach,33W,2013-05-28,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
15111,1,Marie Curtis Park East Beach,32W,2013-05-28,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
15112,1,Marie Curtis Park East Beach,31W,2013-05-28,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
15113,1,Marie Curtis Park East Beach,30W,2013-05-28,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
15114,2,Sunnyside Beach,19W,2013-05-28,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
15115,2,Sunnyside Beach,17W,2013-05-28,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
15116,2,Sunnyside Beach,18W,2013-05-28,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
15117,2,Sunnyside Beach,20W,2013-05-28,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
15118,2,Sunnyside Beach,21W,2013-05-28,220,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
15119,2,Sunnyside Beach,22W,2013-05-28,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
15120,2,Sunnyside Beach,23W,2013-05-28,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
15121,1,Marie Curtis Park East Beach,29W,2013-05-27,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
15122,1,Marie Curtis Park East Beach,33W,2013-05-27,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
15123,1,Marie Curtis Park East Beach,32W,2013-05-27,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
15124,1,Marie Curtis Park East Beach,31W,2013-05-27,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
15125,1,Marie Curtis Park East Beach,30W,2013-05-27,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
15126,2,Sunnyside Beach,19W,2013-05-27,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
15127,2,Sunnyside Beach,17W,2013-05-27,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
15128,2,Sunnyside Beach,18W,2013-05-27,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
15129,2,Sunnyside Beach,20W,2013-05-27,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
15130,2,Sunnyside Beach,21W,2013-05-27,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
15131,2,Sunnyside Beach,22W,2013-05-27,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
15132,2,Sunnyside Beach,23W,2013-05-27,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
15133,1,Marie Curtis Park East Beach,29W,2013-05-26,10,The acrual count is zero,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
15134,1,Marie Curtis Park East Beach,33W,2013-05-26,10,The acrual count is zero,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
15135,1,Marie Curtis Park East Beach,32W,2013-05-26,10,The acrual count is zero,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
15136,1,Marie Curtis Park East Beach,31W,2013-05-26,10,The acrual count is zero,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
15137,1,Marie Curtis Park East Beach,30W,2013-05-26,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
15138,2,Sunnyside Beach,19W,2013-05-26,10,The acrual count is zero,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
15139,2,Sunnyside Beach,17W,2013-05-26,10,The acrual count is zero,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
15140,2,Sunnyside Beach,18W,2013-05-26,10,The acrual count is zero,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
15141,2,Sunnyside Beach,20W,2013-05-26,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
15142,2,Sunnyside Beach,21W,2013-05-26,10,The acrual count is zero,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
15143,2,Sunnyside Beach,22W,2013-05-26,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
15144,2,Sunnyside Beach,23W,2013-05-26,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
15145,1,Marie Curtis Park East Beach,29W,2013-05-25,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
15146,1,Marie Curtis Park East Beach,33W,2013-05-25,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
15147,1,Marie Curtis Park East Beach,32W,2013-05-25,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
15148,1,Marie Curtis Park East Beach,31W,2013-05-25,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
15149,1,Marie Curtis Park East Beach,30W,2013-05-25,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
15150,2,Sunnyside Beach,19W,2013-05-25,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
15151,2,Sunnyside Beach,17W,2013-05-25,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
15152,2,Sunnyside Beach,18W,2013-05-25,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
15153,2,Sunnyside Beach,20W,2013-05-25,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
15154,2,Sunnyside Beach,21W,2013-05-25,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
15155,2,Sunnyside Beach,22W,2013-05-25,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
15156,2,Sunnyside Beach,23W,2013-05-25,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
15157,1,Marie Curtis Park East Beach,29W,2013-05-24,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
15158,1,Marie Curtis Park East Beach,33W,2013-05-24,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
15159,1,Marie Curtis Park East Beach,32W,2013-05-24,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
15160,1,Marie Curtis Park East Beach,31W,2013-05-24,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
15161,1,Marie Curtis Park East Beach,30W,2013-05-24,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
15162,2,Sunnyside Beach,19W,2013-05-24,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
15163,2,Sunnyside Beach,17W,2013-05-24,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
15164,2,Sunnyside Beach,18W,2013-05-24,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
15165,2,Sunnyside Beach,20W,2013-05-24,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
15166,2,Sunnyside Beach,21W,2013-05-24,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
15167,2,Sunnyside Beach,22W,2013-05-24,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
15168,2,Sunnyside Beach,23W,2013-05-24,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
15169,1,Marie Curtis Park East Beach,29W,2013-05-23,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
15170,1,Marie Curtis Park East Beach,33W,2013-05-23,190,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
15171,1,Marie Curtis Park East Beach,32W,2013-05-23,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
15172,1,Marie Curtis Park East Beach,31W,2013-05-23,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
15173,1,Marie Curtis Park East Beach,30W,2013-05-23,120,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
15174,2,Sunnyside Beach,19W,2013-05-23,220,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
15175,2,Sunnyside Beach,17W,2013-05-23,260,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
15176,2,Sunnyside Beach,18W,2013-05-23,370,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
15177,2,Sunnyside Beach,20W,2013-05-23,230,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
15178,2,Sunnyside Beach,21W,2013-05-23,230,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
15179,2,Sunnyside Beach,22W,2013-05-23,270,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
15180,2,Sunnyside Beach,23W,2013-05-23,230,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
15181,1,Marie Curtis Park East Beach,29W,2013-05-22,360,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
15182,1,Marie Curtis Park East Beach,33W,2013-05-22,400,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
15183,1,Marie Curtis Park East Beach,32W,2013-05-22,330,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
15184,1,Marie Curtis Park East Beach,31W,2013-05-22,300,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
15185,1,Marie Curtis Park East Beach,30W,2013-05-22,260,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
15186,2,Sunnyside Beach,19W,2013-05-22,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
15187,2,Sunnyside Beach,17W,2013-05-22,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
15188,2,Sunnyside Beach,18W,2013-05-22,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
15189,2,Sunnyside Beach,20W,2013-05-22,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
15190,2,Sunnyside Beach,21W,2013-05-22,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
15191,2,Sunnyside Beach,22W,2013-05-22,230,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
15192,2,Sunnyside Beach,23W,2013-05-22,250,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
15193,1,Marie Curtis Park East Beach,29W,2013-05-21,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
15194,1,Marie Curtis Park East Beach,33W,2013-05-21,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
15195,1,Marie Curtis Park East Beach,32W,2013-05-21,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
15196,1,Marie Curtis Park East Beach,31W,2013-05-21,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
15197,1,Marie Curtis Park East Beach,30W,2013-05-21,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
15198,2,Sunnyside Beach,19W,2013-05-21,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
15199,2,Sunnyside Beach,17W,2013-05-21,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
15200,2,Sunnyside Beach,18W,2013-05-21,230,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
15201,2,Sunnyside Beach,20W,2013-05-21,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
15202,2,Sunnyside Beach,21W,2013-05-21,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
15203,2,Sunnyside Beach,22W,2013-05-21,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
15204,2,Sunnyside Beach,23W,2013-05-21,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
15205,1,Marie Curtis Park East Beach,29W,2013-05-04,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
15206,1,Marie Curtis Park East Beach,33W,2013-05-04,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
15207,1,Marie Curtis Park East Beach,32W,2013-05-04,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
15208,1,Marie Curtis Park East Beach,31W,2013-05-04,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
15209,1,Marie Curtis Park East Beach,30W,2013-05-04,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
15210,2,Sunnyside Beach,19W,2013-05-04,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
15211,2,Sunnyside Beach,17W,2013-05-04,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
15212,2,Sunnyside Beach,18W,2013-05-04,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
15213,2,Sunnyside Beach,20W,2013-05-04,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
15214,2,Sunnyside Beach,21W,2013-05-04,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
15215,2,Sunnyside Beach,22W,2013-05-04,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
15216,2,Sunnyside Beach,23W,2013-05-04,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
15217,1,Marie Curtis Park East Beach,29W,2012-09-03,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
15218,1,Marie Curtis Park East Beach,33W,2012-09-03,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
15219,1,Marie Curtis Park East Beach,32W,2012-09-03,270,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
15220,1,Marie Curtis Park East Beach,31W,2012-09-03,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
15221,1,Marie Curtis Park East Beach,30W,2012-09-03,120,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
15222,2,Sunnyside Beach,19W,2012-09-03,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
15223,2,Sunnyside Beach,17W,2012-09-03,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
15224,2,Sunnyside Beach,18W,2012-09-03,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
15225,2,Sunnyside Beach,20W,2012-09-03,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
15226,2,Sunnyside Beach,21W,2012-09-03,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
15227,2,Sunnyside Beach,22W,2012-09-03,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
15228,2,Sunnyside Beach,23W,2012-09-03,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
15229,1,Marie Curtis Park East Beach,29W,2012-09-02,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
15230,1,Marie Curtis Park East Beach,33W,2012-09-02,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
15231,1,Marie Curtis Park East Beach,32W,2012-09-02,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
15232,1,Marie Curtis Park East Beach,31W,2012-09-02,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
15233,1,Marie Curtis Park East Beach,30W,2012-09-02,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
15234,2,Sunnyside Beach,19W,2012-09-02,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
15235,2,Sunnyside Beach,17W,2012-09-02,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
15236,2,Sunnyside Beach,18W,2012-09-02,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
15237,2,Sunnyside Beach,20W,2012-09-02,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
15238,2,Sunnyside Beach,21W,2012-09-02,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
15239,2,Sunnyside Beach,22W,2012-09-02,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
15240,2,Sunnyside Beach,23W,2012-09-02,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
15241,1,Marie Curtis Park East Beach,29W,2012-09-01,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
15242,1,Marie Curtis Park East Beach,33W,2012-09-01,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
15243,1,Marie Curtis Park East Beach,32W,2012-09-01,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
15244,1,Marie Curtis Park East Beach,31W,2012-09-01,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
15245,1,Marie Curtis Park East Beach,30W,2012-09-01,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
15246,2,Sunnyside Beach,19W,2012-09-01,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
15247,2,Sunnyside Beach,17W,2012-09-01,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
15248,2,Sunnyside Beach,18W,2012-09-01,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
15249,2,Sunnyside Beach,20W,2012-09-01,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
15250,2,Sunnyside Beach,21W,2012-09-01,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
15251,2,Sunnyside Beach,22W,2012-09-01,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
15252,2,Sunnyside Beach,23W,2012-09-01,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
15253,1,Marie Curtis Park East Beach,29W,2012-08-31,230,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
15254,1,Marie Curtis Park East Beach,33W,2012-08-31,170,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
15255,1,Marie Curtis Park East Beach,32W,2012-08-31,210,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
15256,1,Marie Curtis Park East Beach,31W,2012-08-31,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
15257,1,Marie Curtis Park East Beach,30W,2012-08-31,180,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
15258,2,Sunnyside Beach,19W,2012-08-31,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
15259,2,Sunnyside Beach,17W,2012-08-31,120,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
15260,2,Sunnyside Beach,18W,2012-08-31,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
15261,2,Sunnyside Beach,20W,2012-08-31,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
15262,2,Sunnyside Beach,21W,2012-08-31,120,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
15263,2,Sunnyside Beach,22W,2012-08-31,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
15264,2,Sunnyside Beach,23W,2012-08-31,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
15265,1,Marie Curtis Park East Beach,29W,2012-08-30,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
15266,1,Marie Curtis Park East Beach,33W,2012-08-30,200,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
15267,1,Marie Curtis Park East Beach,32W,2012-08-30,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
15268,1,Marie Curtis Park East Beach,31W,2012-08-30,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
15269,1,Marie Curtis Park East Beach,30W,2012-08-30,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
15270,2,Sunnyside Beach,19W,2012-08-30,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
15271,2,Sunnyside Beach,17W,2012-08-30,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
15272,2,Sunnyside Beach,18W,2012-08-30,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
15273,2,Sunnyside Beach,20W,2012-08-30,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
15274,2,Sunnyside Beach,21W,2012-08-30,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
15275,2,Sunnyside Beach,22W,2012-08-30,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
15276,2,Sunnyside Beach,23W,2012-08-30,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
15277,1,Marie Curtis Park East Beach,29W,2012-08-29,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
15278,1,Marie Curtis Park East Beach,33W,2012-08-29,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
15279,1,Marie Curtis Park East Beach,32W,2012-08-29,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
15280,1,Marie Curtis Park East Beach,31W,2012-08-29,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
15281,1,Marie Curtis Park East Beach,30W,2012-08-29,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
15282,2,Sunnyside Beach,19W,2012-08-29,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
15283,2,Sunnyside Beach,17W,2012-08-29,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
15284,2,Sunnyside Beach,18W,2012-08-29,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
15285,2,Sunnyside Beach,20W,2012-08-29,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
15286,2,Sunnyside Beach,21W,2012-08-29,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
15287,2,Sunnyside Beach,22W,2012-08-29,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
15288,2,Sunnyside Beach,23W,2012-08-29,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
15289,1,Marie Curtis Park East Beach,29W,2012-08-28,2300,est,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
15290,1,Marie Curtis Park East Beach,33W,2012-08-28,3200,est,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
15291,1,Marie Curtis Park East Beach,32W,2012-08-28,2800,est,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
15292,1,Marie Curtis Park East Beach,31W,2012-08-28,3900,est,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
15293,1,Marie Curtis Park East Beach,30W,2012-08-28,3100,est,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
15294,2,Sunnyside Beach,19W,2012-08-28,560,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
15295,2,Sunnyside Beach,17W,2012-08-28,2100,est,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
15296,2,Sunnyside Beach,18W,2012-08-28,4300,est,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
15297,2,Sunnyside Beach,20W,2012-08-28,320,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
15298,2,Sunnyside Beach,21W,2012-08-28,310,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
15299,2,Sunnyside Beach,22W,2012-08-28,500,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
15300,2,Sunnyside Beach,23W,2012-08-28,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
15301,1,Marie Curtis Park East Beach,29W,2012-08-27,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
15302,1,Marie Curtis Park East Beach,33W,2012-08-27,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
