_id,beachId,beachName,siteName,collectionDate,eColi,comments,geometry
780,2,Sunnyside Beach,22W,2024-07-06,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
781,1,Marie Curtis Park East Beach,29W,2024-07-05,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
782,1,Marie Curtis Park East Beach,33W,2024-07-05,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
783,1,Marie Curtis Park East Beach,32W,2024-07-05,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
784,1,Marie Curtis Park East Beach,31W,2024-07-05,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
785,1,Marie Curtis Park East Beach,30W,2024-07-05,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
786,2,Sunnyside Beach,23W,2024-07-05,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
787,2,Sunnyside Beach,18W,2024-07-05,120,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
788,2,Sunnyside Beach,17W,2024-07-05,280,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
789,2,Sunnyside Beach,20W,2024-07-05,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
790,2,Sunnyside Beach,21W,2024-07-05,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
791,2,Sunnyside Beach,19W,2024-07-05,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
792,2,Sunnyside Beach,22W,2024-07-05,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
793,1,Marie Curtis Park East Beach,29W,2024-07-04,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
794,1,Marie Curtis Park East Beach,33W,2024-07-04,160,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
795,1,Marie Curtis Park East Beach,32W,2024-07-04,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
796,1,Marie Curtis Park East Beach,31W,2024-07-04,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
797,1,Marie Curtis Park East Beach,30W,2024-07-04,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
798,2,Sunnyside Beach,23W,2024-07-04,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
799,2,Sunnyside Beach,18W,2024-07-04,120,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
800,2,Sunnyside Beach,17W,2024-07-04,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
801,2,Sunnyside Beach,20W,2024-07-04,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
802,2,Sunnyside Beach,21W,2024-07-04,250,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
803,2,Sunnyside Beach,19W,2024-07-04,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
804,2,Sunnyside Beach,22W,2024-07-04,470,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
805,1,Marie Curtis Park East Beach,29W,2024-07-03,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
806,1,Marie Curtis Park East Beach,33W,2024-07-03,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
807,1,Marie Curtis Park East Beach,32W,2024-07-03,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
808,1,Marie Curtis Park East Beach,31W,2024-07-03,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
809,1,Marie Curtis Park East Beach,30W,2024-07-03,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
810,2,Sunnyside Beach,23W,2024-07-03,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
811,2,Sunnyside Beach,18W,2024-07-03,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
812,2,Sunnyside Beach,17W,2024-07-03,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
813,2,Sunnyside Beach,20W,2024-07-03,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
814,2,Sunnyside Beach,21W,2024-07-03,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
815,2,Sunnyside Beach,19W,2024-07-03,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
816,2,Sunnyside Beach,22W,2024-07-03,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
817,1,Marie Curtis Park East Beach,29W,2024-07-02,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
818,1,Marie Curtis Park East Beach,33W,2024-07-02,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
819,1,Marie Curtis Park East Beach,32W,2024-07-02,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
820,1,Marie Curtis Park East Beach,31W,2024-07-02,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
821,1,Marie Curtis Park East Beach,30W,2024-07-02,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
822,2,Sunnyside Beach,23W,2024-07-02,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
823,2,Sunnyside Beach,18W,2024-07-02,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
824,2,Sunnyside Beach,17W,2024-07-02,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
825,2,Sunnyside Beach,20W,2024-07-02,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
826,2,Sunnyside Beach,21W,2024-07-02,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
827,2,Sunnyside Beach,19W,2024-07-02,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
828,2,Sunnyside Beach,22W,2024-07-02,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
829,1,Marie Curtis Park East Beach,29W,2024-07-01,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
830,1,Marie Curtis Park East Beach,33W,2024-07-01,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
831,1,Marie Curtis Park East Beach,32W,2024-07-01,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
832,1,Marie Curtis Park East Beach,31W,2024-07-01,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
833,1,Marie Curtis Park East Beach,30W,2024-07-01,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
834,2,Sunnyside Beach,23W,2024-07-01,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
835,2,Sunnyside Beach,18W,2024-07-01,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
836,2,Sunnyside Beach,17W,2024-07-01,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
837,2,Sunnyside Beach,20W,2024-07-01,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
838,2,Sunnyside Beach,21W,2024-07-01,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
839,2,Sunnyside Beach,19W,2024-07-01,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
840,2,Sunnyside Beach,22W,2024-07-01,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
841,1,Marie Curtis Park East Beach,29W,2024-06-30,220,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
842,1,Marie Curtis Park East Beach,33W,2024-06-30,180,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
843,1,Marie Curtis Park East Beach,32W,2024-06-30,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
844,1,Marie Curtis Park East Beach,31W,2024-06-30,220,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
845,1,Marie Curtis Park East Beach,30W,2024-06-30,300,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
846,2,Sunnyside Beach,23W,2024-06-30,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
847,2,Sunnyside Beach,18W,2024-06-30,220,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
848,2,Sunnyside Beach,17W,2024-06-30,370,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
849,2,Sunnyside Beach,20W,2024-06-30,320,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
850,2,Sunnyside Beach,21W,2024-06-30,580,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
851,2,Sunnyside Beach,19W,2024-06-30,270,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
852,2,Sunnyside Beach,22W,2024-06-30,370,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
853,1,Marie Curtis Park East Beach,29W,2024-06-29,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
854,1,Marie Curtis Park East Beach,33W,2024-06-29,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
855,1,Marie Curtis Park East Beach,32W,2024-06-29,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
856,1,Marie Curtis Park East Beach,31W,2024-06-29,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
857,1,Marie Curtis Park East Beach,30W,2024-06-29,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
858,2,Sunnyside Beach,23W,2024-06-29,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
859,2,Sunnyside Beach,18W,2024-06-29,270,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
860,2,Sunnyside Beach,17W,2024-06-29,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
861,2,Sunnyside Beach,20W,2024-06-29,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
862,2,Sunnyside Beach,21W,2024-06-29,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
863,2,Sunnyside Beach,19W,2024-06-29,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
864,2,Sunnyside Beach,22W,2024-06-29,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
865,1,Marie Curtis Park East Beach,29W,2024-06-28,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
866,1,Marie Curtis Park East Beach,33W,2024-06-28,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
867,1,Marie Curtis Park East Beach,32W,2024-06-28,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
868,1,Marie Curtis Park East Beach,31W,2024-06-28,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
869,1,Marie Curtis Park East Beach,30W,2024-06-28,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
870,2,Sunnyside Beach,23W,2024-06-28,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
871,2,Sunnyside Beach,18W,2024-06-28,180,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
872,2,Sunnyside Beach,17W,2024-06-28,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
873,2,Sunnyside Beach,20W,2024-06-28,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
874,2,Sunnyside Beach,21W,2024-06-28,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
875,2,Sunnyside Beach,19W,2024-06-28,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
876,2,Sunnyside Beach,22W,2024-06-28,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
877,1,Marie Curtis Park East Beach,29W,2024-06-27,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
878,1,Marie Curtis Park East Beach,33W,2024-06-27,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
879,1,Marie Curtis Park East Beach,32W,2024-06-27,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
880,1,Marie Curtis Park East Beach,31W,2024-06-27,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
881,1,Marie Curtis Park East Beach,30W,2024-06-27,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
882,2,Sunnyside Beach,23W,2024-06-27,,No Data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
883,2,Sunnyside Beach,18W,2024-06-27,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
884,2,Sunnyside Beach,17W,2024-06-27,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
885,2,Sunnyside Beach,20W,2024-06-27,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
886,2,Sunnyside Beach,21W,2024-06-27,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
887,2,Sunnyside Beach,19W,2024-06-27,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
888,2,Sunnyside Beach,22W,2024-06-27,170,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
889,1,Marie Curtis Park East Beach,29W,2024-06-26,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
890,1,Marie Curtis Park East Beach,33W,2024-06-26,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
891,1,Marie Curtis Park East Beach,32W,2024-06-26,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
892,1,Marie Curtis Park East Beach,31W,2024-06-26,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
893,1,Marie Curtis Park East Beach,30W,2024-06-26,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
894,2,Sunnyside Beach,23W,2024-06-26,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
895,2,Sunnyside Beach,18W,2024-06-26,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
896,2,Sunnyside Beach,17W,2024-06-26,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
897,2,Sunnyside Beach,20W,2024-06-26,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
898,2,Sunnyside Beach,21W,2024-06-26,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
899,2,Sunnyside Beach,19W,2024-06-26,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
900,2,Sunnyside Beach,22W,2024-06-26,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
901,1,Marie Curtis Park East Beach,29W,2024-06-25,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
902,1,Marie Curtis Park East Beach,33W,2024-06-25,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
903,1,Marie Curtis Park East Beach,32W,2024-06-25,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
904,1,Marie Curtis Park East Beach,31W,2024-06-25,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
905,1,Marie Curtis Park East Beach,30W,2024-06-25,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
906,2,Sunnyside Beach,23W,2024-06-25,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
907,2,Sunnyside Beach,18W,2024-06-25,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
908,2,Sunnyside Beach,17W,2024-06-25,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
909,2,Sunnyside Beach,20W,2024-06-25,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
910,2,Sunnyside Beach,21W,2024-06-25,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
911,2,Sunnyside Beach,19W,2024-06-25,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
912,2,Sunnyside Beach,22W,2024-06-25,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
913,1,Marie Curtis Park East Beach,29W,2024-06-24,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
914,1,Marie Curtis Park East Beach,33W,2024-06-24,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
915,1,Marie Curtis Park East Beach,32W,2024-06-24,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
916,1,Marie Curtis Park East Beach,31W,2024-06-24,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
917,1,Marie Curtis Park East Beach,30W,2024-06-24,150,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
918,2,Sunnyside Beach,23W,2024-06-24,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
919,2,Sunnyside Beach,18W,2024-06-24,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
920,2,Sunnyside Beach,17W,2024-06-24,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
921,2,Sunnyside Beach,20W,2024-06-24,530,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
922,2,Sunnyside Beach,21W,2024-06-24,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
923,2,Sunnyside Beach,19W,2024-06-24,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
924,2,Sunnyside Beach,22W,2024-06-24,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
925,1,Marie Curtis Park East Beach,29W,2024-06-23,1330,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
926,1,Marie Curtis Park East Beach,33W,2024-06-23,1110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
927,1,Marie Curtis Park East Beach,32W,2024-06-23,1420,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
928,1,Marie Curtis Park East Beach,31W,2024-06-23,1060,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
929,1,Marie Curtis Park East Beach,30W,2024-06-23,1320,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
930,2,Sunnyside Beach,23W,2024-06-23,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
931,2,Sunnyside Beach,18W,2024-06-23,210,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
932,2,Sunnyside Beach,17W,2024-06-23,220,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
933,2,Sunnyside Beach,20W,2024-06-23,860,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
934,2,Sunnyside Beach,21W,2024-06-23,830,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
935,2,Sunnyside Beach,19W,2024-06-23,480,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
936,2,Sunnyside Beach,22W,2024-06-23,890,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
937,1,Marie Curtis Park East Beach,29W,2024-06-22,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
938,1,Marie Curtis Park East Beach,33W,2024-06-22,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
939,1,Marie Curtis Park East Beach,32W,2024-06-22,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
940,1,Marie Curtis Park East Beach,31W,2024-06-22,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
941,1,Marie Curtis Park East Beach,30W,2024-06-22,120,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
942,2,Sunnyside Beach,23W,2024-06-22,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
943,2,Sunnyside Beach,18W,2024-06-22,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
944,2,Sunnyside Beach,17W,2024-06-22,170,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
945,2,Sunnyside Beach,20W,2024-06-22,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
946,2,Sunnyside Beach,21W,2024-06-22,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
947,2,Sunnyside Beach,19W,2024-06-22,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
948,2,Sunnyside Beach,22W,2024-06-22,170,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
949,1,Marie Curtis Park East Beach,29W,2024-06-21,970,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
950,1,Marie Curtis Park East Beach,33W,2024-06-21,1000,>,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
951,1,Marie Curtis Park East Beach,32W,2024-06-21,1000,>,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
952,1,Marie Curtis Park East Beach,31W,2024-06-21,1000,>,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
953,1,Marie Curtis Park East Beach,30W,2024-06-21,930,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
954,2,Sunnyside Beach,23W,2024-06-21,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
955,2,Sunnyside Beach,18W,2024-06-21,760,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
956,2,Sunnyside Beach,17W,2024-06-21,590,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
957,2,Sunnyside Beach,20W,2024-06-21,1000,>,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
958,2,Sunnyside Beach,21W,2024-06-21,1000,>,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
959,2,Sunnyside Beach,19W,2024-06-21,980,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
960,2,Sunnyside Beach,22W,2024-06-21,1000,>,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
961,1,Marie Curtis Park East Beach,29W,2024-06-20,1000,>,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
962,1,Marie Curtis Park East Beach,33W,2024-06-20,1000,>,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
963,1,Marie Curtis Park East Beach,32W,2024-06-20,1000,>,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
964,1,Marie Curtis Park East Beach,31W,2024-06-20,1000,>,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
965,1,Marie Curtis Park East Beach,30W,2024-06-20,1000,>,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
966,2,Sunnyside Beach,23W,2024-06-20,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
967,2,Sunnyside Beach,18W,2024-06-20,1000,>,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
968,2,Sunnyside Beach,17W,2024-06-20,1000,>,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
969,2,Sunnyside Beach,20W,2024-06-20,690,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
970,2,Sunnyside Beach,21W,2024-06-20,920,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
971,2,Sunnyside Beach,19W,2024-06-20,1000,>,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
972,2,Sunnyside Beach,22W,2024-06-20,1000,>,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
973,1,Marie Curtis Park East Beach,29W,2024-06-19,580,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
974,1,Marie Curtis Park East Beach,33W,2024-06-19,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
975,1,Marie Curtis Park East Beach,32W,2024-06-19,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
976,1,Marie Curtis Park East Beach,31W,2024-06-19,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
977,1,Marie Curtis Park East Beach,30W,2024-06-19,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
978,2,Sunnyside Beach,23W,2024-06-19,,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
979,2,Sunnyside Beach,18W,2024-06-19,190,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
980,2,Sunnyside Beach,17W,2024-06-19,190,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
981,2,Sunnyside Beach,20W,2024-06-19,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
982,2,Sunnyside Beach,21W,2024-06-19,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
